Paths,S8->Li2S4-Edge 1,S8->Li2S4-Edge 2,S8->Li2S4-Edge 3,S8->Li2S4-Edge 4,S8->Li2S4-Edge 5,S8->Li2S4-Edge 6,S8->Li2S4-Edge 7,S8->Li2S4-Edge 8,S8->Li2S4-Edge 9,Li2S4->Li2S-Edge 1,Li2S4->Li2S-Edge 2,Li2S4->Li2S-Edge 3,Li2S4->Li2S-Edge 4,Li2S4->Li2S-Edge 5,Li2S4->Li2S-Edge 6,Energy_barrier(eV),sum,sum_positive_except_max
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.418
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.418
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.419
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,2.579
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,3.606
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,3.606
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,3.607
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,2.767
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.069
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.069
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.07
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,2.23
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,3.791
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,3.791
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,3.792
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,0.185,0.287,0.188,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,2.952
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.131
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.131
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.132
S8* -> *Li2S8 -> *LiS2 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,0.836,0.003,0.287,-0.18,-0.191,1.03,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,2.292
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.131
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.131
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.132
S8* -> *Li2S8 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.688,-0.191,1.03,0.287,-0.18,0.836,0.003,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,2.292
S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.691,0.003,0.287,1.03,0.287,0.188,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,2.77
S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.691,0.003,0.287,1.03,0.287,0.188,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,2.77
S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.691,0.003,0.287,1.03,0.287,0.188,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,2.771
S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.691,0.003,0.287,1.03,0.287,0.188,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,1.931
S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.691,0.003,0.287,0.188,0.287,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,2.77
S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.691,0.003,0.287,0.188,0.287,1.03,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,2.77
S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.691,0.003,0.287,0.188,0.287,1.03,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,2.771
S8* -> *Li2S8 -> *LiS6 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.691,0.003,0.287,0.188,0.287,1.03,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,1.931
S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.873,-0.18,0.836,0.003,0.287,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.131
S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.873,-0.18,0.836,0.003,0.287,1.03,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.131
S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.873,-0.18,0.836,0.003,0.287,1.03,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.132
S8* -> *Li2S8 -> *LiS6 -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.006,-0.873,-0.18,0.836,0.003,0.287,1.03,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,2.292
S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.701,0.003,0.287,0.185,0.287,0.188,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,3.804
S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.701,0.003,0.287,0.185,0.287,0.188,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,3.804
S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.701,0.003,0.287,0.185,0.287,0.188,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,3.805
S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.701,0.003,0.287,0.185,0.287,0.188,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,2.965
S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.701,0.003,0.287,-0.18,-0.191,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.144
S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.701,0.003,0.287,-0.18,-0.191,1.03,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.144
S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.701,0.003,0.287,-0.18,-0.191,1.03,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.145
S8* -> *Li2S8 -> *LiS7 -> S* -> *LiS -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.701,0.003,0.287,-0.18,-0.191,1.03,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,2.305
S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.519,-0.546,-0.191,1.03,0.287,0.188,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,3.329
S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.519,-0.546,-0.191,1.03,0.287,0.188,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,3.329
S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.519,-0.546,-0.191,1.03,0.287,0.188,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,3.33
S8* -> *Li2S8 -> *LiS7 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.519,-0.546,-0.191,1.03,0.287,0.188,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,2.49
S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,0.805,-0.969,-1.092,0.188,0.287,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,4.134
S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,0.805,-0.969,-1.092,0.188,0.287,1.03,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,4.134
S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,0.805,-0.969,-1.092,0.188,0.287,1.03,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,4.135
S8* -> *Li2S8 -> *LiS7 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,0.805,-0.969,-1.092,0.188,0.287,1.03,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,3.295
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.046,0.287,-0.18,0.836,0.003,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.98
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.046,0.287,-0.18,0.836,0.003,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.98
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.046,0.287,-0.18,0.836,0.003,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.981
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.046,0.287,-0.18,0.836,0.003,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,3.141
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.744,4.168
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.744,4.168
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.413,0.836,0.003,0.287,0.188,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.745,4.169
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,-0.413,0.836,0.003,0.287,0.188,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.744,3.329
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,0.836,0.003,0.287,1.03,-1.288,1.03,0.743,3.631
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,0.523,0.316,0.287,1.03,-1.288,1.03,0.743,3.631
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,0.487,-0.907,0.003,0.287,1.03,0.287,0.955,0.474,0.003,0.287,1.03,-1.288,1.03,0.744,3.632
S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS5 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.101,0.849,-0.652,0.487,-0.907,0.003,0.287,1.03,0.287,0.592,-0.191,1.03,0.287,1.03,-1.288,1.03,0.743,2.792
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,0.836,0.003,-1.288,1.12,0.743,3.494
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,-0.191,1.03,-1.288,1.12,0.743,3.685
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.502,0.287,1.12,0.836,0.003,-1.288,1.12,0.743,3.328
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.502,0.287,1.12,-0.191,1.03,-1.288,1.12,0.743,3.519
S8* -> *Li2S8 -> *LiS -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.101,-0.09,0.287,-0.046,0.287,-0.18,0.836,0.003,0.287,0.955,-0.166,1.12,0.523,0.316,-1.288,1.12,0.743,3.494
